Wall time,Epoch,Undefended,KL,PSNR,MI,Entropy,,MN
1672187042,269,0.09847749,0.009303397,0.013199328,0.008583789,0.009007689,0.013433632,0.023433632
1672187419,270,0.099425986,0.008696131,0.013205322,0.009921302,0.007061422,0.013543463,0.023543463
1672187797,271,0.098318323,0.00968504,0.015698763,0.009858443,0.007278372,0.013034221,0.023034221
1672188174,272,0.098062098,0.009033259,0.01496088,0.00961312,0.007707089,0.01435467,0.02435467
1672188553,273,0.099651054,0.011046971,0.01462597,0.009543124,0.008374694,0.014255696,0.024255696
1672188929,274,0.096700214,0.010726739,0.013358009,0.009091662,0.007877803,0.014641558,0.024641558
1672189306,275,0.102737151,0.010790658,0.015386205,0.010997743,0.007423805,0.011844921,0.021844921
1672189683,276,0.098862343,0.010019152,0.015690628,0.008517771,0.006969186,0.013005292,0.023005292
1672190062,277,0.103949375,0.010336026,0.014257382,0.008952603,0.007721641,0.013110827,0.023110827
1672190439,278,0.099434182,0.009985385,0.015244021,0.009528725,0.006954257,0.013401606,0.023401606
1672190817,279,0.101881064,0.008855583,0.014654497,0.010493351,0.007312541,0.014964642,0.024964642
1672191194,280,0.100388207,0.011399671,0.014627511,0.009495351,0.007660222,0.011284574,0.021284574
1672191572,281,0.100293115,0.010712306,0.015122184,0.010005789,0.007485042,0.013259559,0.023259559
1672191948,282,0.099016771,0.011956496,0.014691133,0.010030846,0.008321109,0.013398999,0.023398999
1672192325,283,0.099134378,0.009663933,0.015776517,0.010780105,0.007198027,0.01250282,0.02250282
